x,y,z
[-1.1235718  -2.07532726  4.49018224],"Aruco, [0]"
[-1.27163    -1.04377299  4.86399252],"Aruco, [1]"
[-1.96348032 -2.22981894  4.82108644],"Aruco, [3]"
[-1.64527937 -1.68771694  4.91364326],"Aruco, [2]"
[-2.08809186 -1.13875446  5.0387355 ],"Aruco, [8]"
x,y,z
[-1.40473948 -1.65642537  4.77841372],n-fold
[-1.7264087  -2.20214032  4.70075727],n-fold
[-1.03808996 -1.02009383  4.71044033],n-fold
[-0.89617589 -2.0262805   4.34531153],n-fold
[-1.8651583  -1.14051552  4.98217423],n-fold
[-1.10675982 -2.08571864  4.46358669],"Aruco, [0]"
[-1.26913946 -1.07195186  4.87352442],"Aruco, [1]"
[-1.95280707 -2.25869409  4.8248394 ],"Aruco, [3]"
[-1.64538397 -1.72518248  4.9407835 ],"Aruco, [2]"
[-2.09231245 -1.17633665  5.06666218],"Aruco, [8]"
x,y,z
[-1.86586192 -1.16505327  4.99561452],n-fold
[-0.88299459 -2.03438499  4.32780265],n-fold
[-1.39519217 -1.67117134  4.76806291],n-fold
[-1.0340618  -1.03684314  4.71033052],n-fold
[-1.7133855  -2.21658141  4.68934633],n-fold
[-1.09238352 -2.09466335  4.44492728],"Aruco, [0]"
[-1.26992465 -1.09551388  4.89471764],"Aruco, [1]"
[-1.94408966 -2.27916247  4.82498946],"Aruco, [3]"
[-1.63906699 -1.7451101   4.94036984],"Aruco, [2]"
[-2.08914849 -1.20037894  5.07053633],"Aruco, [8]"
x,y,z
[-1.39209008 -1.68514898  4.77398416],n-fold
[-1.03378726 -1.04912649  4.71628449],n-fold
[-1.70848158 -2.23260425  4.69736919],n-fold
[-1.86618558 -1.18266444  5.00648975],n-fold
[-0.87611182 -2.04226017  4.32534984],n-fold
[-1.08668114 -2.10720201  4.45078893],"Aruco, [0]"
[-1.27558447 -1.11371029  4.92285849],"Aruco, [1]"
[-1.9351529  -2.29301014  4.82576642],"Aruco, [3]"
[-1.62371931 -1.74823043  4.9115088 ],"Aruco, [2]"
[-2.09934402 -1.22445603  5.10479199],"Aruco, [8]"
x,y,z
[-1.39112526 -1.69760653  4.79104589],n-fold
[-1.03374485 -1.05804295  4.73008957],n-fold
[-1.86528701 -1.19450137  5.01780006],n-fold
[-0.87046276 -2.04664998  4.32800985],n-fold
[-1.70449899 -2.24447628  4.70944654],n-fold
[-1.08660105 -2.12259454  4.47543492],"Aruco, [0]"
[-1.27216576 -1.12026151  4.92259776],"Aruco, [1]"
[-1.92739807 -2.30086011  4.82701352],"Aruco, [3]"
[-1.62522966 -1.76338966  4.93783422],"Aruco, [2]"
[-2.09152615 -1.23295123  5.10071712],"Aruco, [8]"
x,y,z
[-1.3904058  -1.70359617  4.80203853],n-fold
[-0.86488833 -2.04485554  4.32435247],n-fold
[-1.03120591 -1.06000133  4.73010539],n-fold
[-1.70603705 -2.25535759  4.73119717],n-fold
[-1.86937123 -1.20540781  5.03982602],n-fold
[-1.08484482 -2.12851611  4.4870654 ],"Aruco, [0]"
[-1.26816256 -1.12273305  4.91865811],"Aruco, [1]"
[-1.93929323 -2.32441231  4.87491344],"Aruco, [3]"
[-1.62915906 -1.77593087  4.9624105 ],"Aruco, [2]"
[-2.12019444 -1.25993733  5.18641083],"Aruco, [8]"
x,y,z
[-1.0257298  -1.05416628  4.71504344],n-fold
[-1.38309742 -1.69719544  4.78746643],n-fold
[-0.85782418 -2.03965689  4.31457836],n-fold
[-1.86135204 -1.1977907   5.01921286],n-fold
[-1.69479297 -2.24651594  4.70922233],n-fold
[-1.06884646 -2.1078263   4.44425268],"Aruco, [0]"
[-1.90659774 -2.29096707  4.79982698],"Aruco, [3]"
[-1.27557263 -1.12789635  4.9558176 ],"Aruco, [1]"
[-1.61618686 -1.76369743  4.93068633],"Aruco, [2]"
[-2.11515716 -1.25360337  5.16817544],"Aruco, [8]"
x,y,z
[-1.86107931 -1.19556756  5.02514974],n-fold
[-1.68852038 -2.24180762  4.70586988],n-fold
[-1.02390493 -1.04863529  4.7157088 ],n-fold
[-0.85448004 -2.03744209  4.31955508],n-fold
[-1.37836502 -1.6916367   4.78425883],n-fold
[-1.06507297 -2.10518378  4.44748277],"Aruco, [0]"
[-1.26121973 -1.11194486  4.90755825],"Aruco, [1]"
[-1.92237594 -2.3131453   4.852231  ],"Aruco, [3]"
[-1.61420407 -1.76113367  4.93518918],"Aruco, [2]"
[-2.08124219 -1.23299624  5.09384672],"Aruco, [8]"
x,y,z
[-1.37844708 -1.69342958  4.8051719 ],n-fold
[-1.85406123 -1.19077056  5.02159201],n-fold
[-1.02739534 -1.04942283  4.74321457],n-fold
[-1.68567511 -2.24331511  4.72042162],n-fold
[-0.85310421 -2.03749223  4.33864965],n-fold
[-1.0643732  -2.10638278  4.46845515],"Aruco, [0]"
[-1.91130689 -2.30660728  4.84606148],"Aruco, [3]"
[-1.2652455  -1.11402334  4.93842988],"Aruco, [1]"
[-1.60755579 -1.75622597  4.93566146],"Aruco, [2]"
[-2.07228752 -1.2271434   5.08591917],"Aruco, [8]"
x,y,z
[-0.84909653 -2.02763657  4.33026814],n-fold
[-1.37460108 -1.68276204  4.79286926],n-fold
[-1.85450303 -1.18361543  5.01729003],n-fold
[-1.02150172 -1.03578599  4.71882736],n-fold
[-1.68378893 -2.23656992  4.71800697],n-fold
[-1.06874441 -2.11349335  4.49490979],"Aruco, [0]"
[-1.25807574 -1.09890624  4.90799069],"Aruco, [1]"
[-1.91132675 -2.30122394  4.84838313],"Aruco, [3]"
[-1.60707325 -1.74944983  4.93590548],"Aruco, [2]"
[-2.09409558 -1.23331522  5.13302161],"Aruco, [8]"
x,y,z
[-1.85189456 -1.1755923   5.01239403],n-fold
[-0.84778823 -2.02138867  4.33309635],n-fold
[-1.37402564 -1.67709997  4.79674449],n-fold
[-1.02147352 -1.02901703  4.72157744],n-fold
[-1.68312133 -2.2319951   4.72288113],n-fold
[-1.06363955 -2.10077849  4.48483829],"Aruco, [0]"
[-1.25841385 -1.09268374  4.91490275],"Aruco, [1]"
[-1.89867089 -2.2820985   4.8216948 ],"Aruco, [3]"
[-1.60371516 -1.74102601  4.92935022],"Aruco, [2]"
[-2.07759902 -1.2168285   5.09484247],"Aruco, [8]"
x,y,z
[-1.37307852 -1.67010476  4.79654774],n-fold
[-1.68107657 -2.22349263  4.71889702],n-fold
[-1.01928489 -1.0210714   4.71712702],n-fold
[-1.84998066 -1.16742444  5.00928873],n-fold
[-0.84680236 -2.01497126  4.33245983],n-fold
[-1.06129953 -2.08965982  4.47489615],"Aruco, [0]"
[-1.2483172  -1.07745396  4.87764465],"Aruco, [1]"
[-1.91765217 -2.29902839  4.87231515],"Aruco, [3]"
[-1.60508043 -1.73586026  4.93494693],"Aruco, [2]"
[-2.07636204 -1.20973861  5.09403636],"Aruco, [8]"
x,y,z
[-1.04913493 -2.06344207  4.42836246],"Aruco, [0]"
[-1.23974562 -1.06881028  4.85672007],"Aruco, [1]"
[-1.89711748 -2.27035426  4.81968786],"Aruco, [3]"
[-1.59323302 -1.72072259  4.90495617],"Aruco, [2]"
[-2.02502999 -1.17656868  4.97535458],"Aruco, [8]"
x,y,z
