79,[-0.51682378  0.33305212  2.6078617 ],[-3.13951218 -0.55473665  0.00598946],"Aruco, [3]"
80,[0.21056824 0.0187949  2.52598613],[-3.10126436 -0.57540428 -0.00769933],n-fold
80,[-0.17889323 -0.5291653   2.48949769],[-3.10126436 -0.57540428 -0.00769933],n-fold
80,[0.63538448 0.58287458 2.50354061],[-3.10126436 -0.57540428 -0.00769933],n-fold
80,[-0.44520555  0.16339572  2.56933145],[-3.10126436 -0.57540428 -0.00769933],n-fold
80,[-0.24893766 -0.36285956  2.54637293],[-3.10126436 -0.57540428 -0.00769933],"Aruco, [0]"
80,[0.14383522 0.19209167 2.56994428],[-3.10126436 -0.57540428 -0.00769933],"Aruco, [2]"
80,[0.56909614 0.76496191 2.53115114],[-3.10126436 -0.57540428 -0.00769933],"Aruco, [8]"
80,[-0.51561038  0.33944228  2.59716255],[-3.10126436 -0.57540428 -0.00769933],"Aruco, [3]"
81,[0.21052448 0.0285487  2.52327078],[-3.12991254 -0.56316842  0.06171936],n-fold
81,[-0.17612582 -0.52087758  2.49016659],[-3.12991254 -0.56316842  0.06171936],n-fold
81,[-0.24601097 -0.35515613  2.54493043],[-3.12991254 -0.56316842  0.06171936],"Aruco, [0]"
81,[0.56314308 0.77228639 2.51399235],[-3.12991254 -0.56316842  0.06171936],"Aruco, [8]"
81,[0.14346146 0.20183593 2.57498133],[-3.12991254 -0.56316842  0.06171936],"Aruco, [2]"
81,[-0.5165852   0.34517787  2.59515974],[-3.12991254 -0.56316842  0.06171936],"Aruco, [3]"
82,[-0.17587725 -0.51455874  2.48727254],[-3.07640427e+00 -5.78994468e-01 -8.82831803e-04],n-fold
82,[0.6297453  0.60044507 2.49045715],[-3.07640427e+00 -5.78994468e-01 -8.82831803e-04],n-fold
82,[0.20942119 0.03548879 2.51982423],[-3.07640427e+00 -5.78994468e-01 -8.82831803e-04],n-fold
82,[-0.44702685  0.17653533  2.56836642],[-3.07640427e+00 -5.78994468e-01 -8.82831803e-04],n-fold
82,[-0.24401208 -0.34469648  2.51326827],[-3.07640427e+00 -5.78994468e-01 -8.82831803e-04],"Aruco, [0]"
82,[0.13999132 0.20706225 2.54378679],[-3.07640427e+00 -5.78994468e-01 -8.82831803e-04],"Aruco, [2]"
82,[0.56498906 0.78539772 2.53041761],[-3.07640427e+00 -5.78994468e-01 -8.82831803e-04],"Aruco, [8]"
82,[-0.51816526  0.3514763   2.59285325],[-3.07640427e+00 -5.78994468e-01 -8.82831803e-04],"Aruco, [3]"
83,[0.20999431 0.04398339 2.52358571],[-3.07980766e+00 -5.63544947e-01 -8.25768117e-04],n-fold
83,[0.63080338 0.61098646 2.49676087],[-3.07980766e+00 -5.63544947e-01 -8.25768117e-04],n-fold
83,[-0.17460828 -0.50690446  2.49579023],[-3.07980766e+00 -5.63544947e-01 -8.25768117e-04],n-fold
83,[-0.4460373   0.18415281  2.575837  ],[-3.07980766e+00 -5.63544947e-01 -8.25768117e-04],n-fold
83,[-0.2434921  -0.33795379  2.52735175],[-3.07980766e+00 -5.63544947e-01 -8.25768117e-04],"Aruco, [0]"
83,[0.14115414 0.21585522 2.55638087],[-3.07980766e+00 -5.63544947e-01 -8.25768117e-04],"Aruco, [2]"
